Hour,date_time,Solar electricity generation,Electricity usage,z_score,Electricity_to_be_bought,excess_elec_generated,battery_charge,elec_to_buy_given_bat,cost_without_bat,cost_with_bat,saving
5,2020-02-16 05:00:00,0,0.21,0.0144524947020734,0.21,0,0,0.21,0.0357,0.0357,0
6,2020-02-16 06:00:00,0,0.21,0.0144524947020734,0.21,0,0,0.21,0.0357,0.0357,0
7,2020-02-16 07:00:00,0.459,3.465,0.00782926061813717,3.006,0,0,3.006,0.51102,0.51102,0
8,2020-02-16 08:00:00,1.269,8.556,0.00252984375093183,7.287,0,0,7.287,1.23879,1.23879,0
9,2020-02-16 09:00:00,4.527,2.286,0.0102282753600606,0,2.241,2.241,0,0,0,0
10,2020-02-16 10:00:00,4.869,0.174,0.0145257470606055,0,4.695,6.936,0,0,0,0
11,2020-02-16 11:00:00,6.078,0,0.0148798001268435,0,6.078,13.014,0,0,0,0
12,2020-02-16 12:00:00,4.986,0.327,0.0142144245368444,0,4.659,12.5,0,0,0,0
13,2020-02-16 13:00:00,4.689,0.609,0.0136406143950103,0,4.08,12.5,0,0,0,0
14,2020-02-16 14:00:00,1.206,0.402,0.0140618154565694,0,0.804,12.5,0,0,0,0
15,2020-02-16 15:00:00,0.63,0.231,0.0144097641595964,0,0.399,12.5,0,0,0,0
16,2020-02-16 16:00:00,0.09,0.558,0.0137443885695973,0.468,0,12.032,0,0.07956,0,0.07956
17,2020-02-16 17:00:00,0.006,0.45,0.0139641456451934,0.444,0,11.588,0,0.07548,0,0.07548
18,2020-02-16 18:00:00,0.012,0.8052,0.0132413890410108,0.7932,0,10.7948,0,0.134844,0,0.134844
19,2020-02-16 19:00:00,0.012,0.9042,0.0130399450550478,0.8922,0,9.9026,0,0.151674,0,0.151674
20,2020-02-16 20:00:00,0.009,16.4868,0.0186673383355346,16.4778,0,0,6.5752,2.801226,1.117784,1.683442
21,2020-02-16 21:00:00,0.012,1.185,0.0124685766584981,1.173,0,0,1.173,0.19941,0.19941,0
22,2020-02-16 22:00:00,0,0.576,0.0137077623903313,0.576,0,0,0.576,0.09792,0.09792,0
23,2020-02-16 23:00:00,0,0.389961,0.0140863122661351,0.389961,0,0,0.389961,0.06629337,0.06629337,0
0,2020-02-17 00:00:00,0,0.5379462,0.0137851937959176,0.5379462,0,0,0.5379462,0.091450854,0.091450854,0
1,2020-02-17 01:00:00,0,0.3679632,0.0141310731198161,0.3679632,0,0,0.3679632,0.062553744,0.062553744,0
2,2020-02-17 02:00:00,0,0.1539846,0.0145664741510766,0.1539846,0,0,0.1539846,0.026177382,0.026177382,0
3,2020-02-17 03:00:00,0,0.195,0.0144830165181285,0.195,0,0,0.195,0.03315,0.03315,0
4,2020-02-17 04:00:00,0,0.204,0.0144647034284955,0.204,0,0,0.204,0.03468,0.03468,0
5,2020-02-17 05:00:00,0.021,0.489,0.0138847889234503,0.468,0,0,0.468,0.07956,0.07956,0
6,2020-02-17 06:00:00,0.003,0.222,0.0144280772492294,0.219,0,0,0.219,0.03723,0.03723,0
7,2020-02-17 07:00:00,0.702,0.513,0.0138359540177623,0,0.189,0.189,0,0,0,0
8,2020-02-17 08:00:00,0.717,0.51,0.0138420583809733,0,0.207,0.396,0,0,0,0
9,2020-02-17 09:00:00,5.172,0.177,0.0145196426973945,0,4.995,5.391,0,0,0,0
10,2020-02-17 10:00:00,5.64,0.381,0.0141045459990464,0,5.259,10.65,0,0,0,0
11,2020-02-17 11:00:00,5.826,0.588,0.0136833449374873,0,5.238,15.888,0,0,0,0
12,2020-02-17 12:00:00,6.051,0.123,0.0146295212351925,0,5.928,12.5,0,0,0,0
13,2020-02-17 13:00:00,4.896,0.153,0.0145684776030825,0,4.743,12.5,0,0,0,0
14,2020-02-17 14:00:00,2.913,0.219,0.0144341816124404,0,2.694,12.5,0,0,0,0
15,2020-02-17 15:00:00,0.417,0.324,0.0142205289000554,0,0.093,12.5,0,0,0,0
16,2020-02-17 16:00:00,0.12,0.273,0.0143243030746424,0.153,0,12.347,0,0.02601,0,0.02601
17,2020-02-17 17:00:00,0.003,6.21,0.00224376828007109,6.207,0,6.14,0,1.05519,0,1.05519
18,2020-02-17 18:00:00,0.015,2.5674,0.00965568609086872,2.5524,0,3.5876,0,0.433908,0,0.433908
19,2020-02-17 19:00:00,0.006,1.8216,0.0111732307851236,1.8156,0,1.772,0,0.308652,0,0.308652
20,2020-02-17 20:00:00,0,2.1846,0.0104346028365925,2.1846,0,0,0.4126,0.371382,0.0701420000000001,0.30124
21,2020-02-17 21:00:00,0.006,1.785,0.0112477040162978,1.779,0,0,1.779,0.30243,0.30243,0
22,2020-02-17 22:00:00,0.009,2.682,0.00942249941620848,2.673,0,0,2.673,0.45441,0.45441,0
23,2020-02-17 23:00:00,0,2.2335,0.0103351017162532,2.2335,0,0,2.2335,0.379695,0.379695,0
0,2020-02-18 00:00:00,0,14.979,0.0155992853856854,14.979,0,0,14.979,2.54643,2.54643,0
1,2020-02-18 01:00:00,0,1.0958904,0.0126498957798271,1.0958904,0,0,1.0958904,0.186301368,0.186301368,0
2,2020-02-18 02:00:00,0,0.1419858,0.0145908891621753,0.1419858,0,0,0.1419858,0.024137586,0.024137586,0
3,2020-02-18 03:00:00,0,0.219,0.0144341816124404,0.219,0,0,0.219,0.03723,0.03723,0
4,2020-02-18 04:00:00,0,0.225,0.0144219728860184,0.225,0,0,0.225,0.03825,0.03825,0
5,2020-02-18 05:00:00,0.012,0.246,0.0143792423435414,0.234,0,0,0.234,0.03978,0.03978,0
6,2020-02-18 06:00:00,0,0.471,0.0139214151027163,0.471,0,0,0.471,0.08007,0.08007,0
7,2020-02-18 07:00:00,0.261,0.777,0.0132987700551942,0.516,0,0,0.516,0.08772,0.08772,0
8,2020-02-18 08:00:00,1.695,1.464,0.011900870879875,0,0.231,0.231,0,0,0,0
9,2020-02-18 09:00:00,2.595,0.267,0.0143365118010644,0,2.328,2.559,0,0,0,0
10,2020-02-18 10:00:00,4.605,0.822,0.0132072046070292,0,3.783,6.342,0,0,0,0
11,2020-02-18 11:00:00,2.415,0.672,0.0135124227675793,0,1.743,8.085,0,0,0,0
12,2020-02-18 12:00:00,5.682,27.51,0.0410972105180373,21.828,0,0,13.743,3.71076,2.33631,1.37445
13,2020-02-18 13:00:00,3.408,3.477,0.00780484316529316,0.0690000000000008,0,0,0.0690000000000008,0.0117300000000001,0.0117300000000001,0
14,2020-02-18 14:00:00,2.55,0.384,0.0140984416358354,0,2.166,2.166,0,0,0,0
15,2020-02-18 15:00:00,0.672,0.579,0.0137016580271203,0,0.0930000000000001,2.259,0,0,0,0
16,2020-02-18 16:00:00,0.12,3.075,0.00862282783556732,2.955,0,0,0.696,0.50235,0.11832,0.38403
17,2020-02-18 17:00:00,0.009,1.248,0.012340385031067,1.239,0,0,1.239,0.21063,0.21063,0
18,2020-02-18 18:00:00,0.003,1.221,0.0123953242999661,1.218,0,0,1.218,0.20706,0.20706,0
19,2020-02-18 19:00:00,0.009,1.2408,0.0123550355027734,1.2318,0,0,1.2318,0.209406,0.209406,0
20,2020-02-18 20:00:00,0.012,3.3066,0.00815157099567803,3.2946,0,0,3.2946,0.560082,0.560082,0
21,2020-02-18 21:00:00,0.003,2.148,0.0105090760677667,2.145,0,0,2.145,0.36465,0.36465,0
22,2020-02-18 22:00:00,0,2.016,0.0107776680490507,2.016,0,0,2.016,0.34272,0.34272,0
23,2020-02-18 23:00:00,0,1.0738926,0.0126946566335081,1.0738926,0,0,1.0738926,0.182561742,0.182561742,0
0,2020-02-19 00:00:00,0,0.8279172,0.0131951643610318,0.8279172,0,0,0.8279172,0.140745924,0.140745924,0
1,2020-02-19 01:00:00,0,0.219978,0.0144321915900337,0.219978,0,0,0.219978,0.03739626,0.03739626,0
2,2020-02-19 02:00:00,0,0.2020798,0.014468610627908,0.2020798,0,0,0.2020798,0.034353566,0.034353566,0
3,2020-02-19 03:00:00,0,0.57,0.0137199711167533,0.57,0,0,0.57,0.0969,0.0969,0
4,2020-02-19 04:00:00,0,0.456,0.0139519369187714,0.456,0,0,0.456,0.07752,0.07752,0
5,2020-02-19 05:00:00,0,0.207,0.0144585990652845,0.207,0,0,0.207,0.03519,0.03519,0
6,2020-02-19 06:00:00,0.021,0.717,0.0134208573194143,0.696,0,0,0.696,0.11832,0.11832,0
7,2020-02-19 07:00:00,0.195,2.202,0.0103991975299687,2.007,0,0,2.007,0.34119,0.34119,0
8,2020-02-19 08:00:00,0.45,0.858,0.0131339522484972,0.408,0,0,0.408,0.06936,0.06936,0
9,2020-02-19 09:00:00,0.606,0.246,0.0143792423435414,0,0.36,0.36,0,0,0,0
10,2020-02-19 10:00:00,0.825,0.231,0.0144097641595964,0,0.594,0.954,0,0,0,0
11,2020-02-19 11:00:00,0.711,0.582,0.0136955536639093,0,0.129,1.083,0,0,0,0
12,2020-02-19 12:00:00,0.753,0.351,0.0141655896311564,0,0.402,1.485,0,0,0,0
13,2020-02-19 13:00:00,0.864,0.531,0.0137993278384963,0,0.333,1.818,0,0,0,0
14,2020-02-19 14:00:00,0.717,0.24,0.0143914510699634,0,0.477,2.295,0,0,0,0
15,2020-02-19 15:00:00,0.408,0.513,0.0138359540177623,0.105,0,2.19,0,0.01785,0,0.01785
16,2020-02-19 16:00:00,0.039,0.81,0.0132316220598732,0.771,0,1.419,0,0.13107,0,0.13107
17,2020-02-19 17:00:00,0.012,0.546,0.0137688060224413,0.534,0,0.885,0,0.09078,0,0.09078
18,2020-02-19 18:00:00,0.015,40.4712,0.0674705013348468,40.4562,0,0,39.5712,6.877554,6.727104,0.150449999999999
19,2020-02-19 19:00:00,0.012,7.128,0.000375833137504727,7.116,0,0,7.116,1.20972,1.20972,0
20,2020-02-19 20:00:00,0.006,6.8706,0.000899587501008629,6.8646,0,0,6.8646,1.166982,1.166982,0
21,2020-02-19 21:00:00,0.003,2.97,0.00883648054795236,2.967,0,0,2.967,0.50439,0.50439,0
22,2020-02-19 22:00:00,0.015,11.163,0.00783453538129186,11.148,0,0,11.148,1.89516,1.89516,0
23,2020-02-19 23:00:00,0,2.089791,0.0106275190271497,2.089791,0,0,2.089791,0.35526447,0.35526447,0
0,2020-02-20 00:00:00,0,2.139786,0.0105257898142384,2.139786,0,0,2.139786,0.36376362,0.36376362,0
1,2020-02-20 01:00:00,0,0.2139786,0.014444399095583,0.2139786,0,0,0.2139786,0.036376362,0.036376362,0
2,2020-02-20 02:00:00,0,0.209979,0.0144525374326159,0.209979,0,0,0.209979,0.03569643,0.03569643,0
3,2020-02-20 03:00:00,0,0.456,0.0139519369187714,0.456,0,0,0.456,0.07752,0.07752,0
4,2020-02-20 04:00:00,0,0.189,0.0144952252445505,0.189,0,0,0.189,0.03213,0.03213,0
5,2020-02-20 05:00:00,0.015,0.222,0.0144280772492294,0.207,0,0,0.207,0.03519,0.03519,0
6,2020-02-20 06:00:00,0.006,2.166,0.0104724498885007,2.16,0,0,2.16,0.3672,0.3672,0
7,2020-02-20 07:00:00,0.141,2.553,0.00968498703428153,2.412,0,0,2.412,0.41004,0.41004,0
8,2020-02-20 08:00:00,0.408,0.681,0.0134941096779463,0.273,0,0,0.273,0.04641,0.04641,0
9,2020-02-20 09:00:00,0.621,0.36,0.0141472765415234,0,0.261,0.261,0,0,0,0
10,2020-02-20 10:00:00,0.21,0.333,0.0142022158104224,0.123,0,0.138,0,0.02091,0,0.02091
11,2020-02-20 11:00:00,0.408,0.501,0.0138603714706063,0.093,0,0.045,0,0.01581,0,0.01581
12,2020-02-20 12:00:00,0.999,0.252,0.0143670336171194,0,0.747,0.792,0,0,0,0
13,2020-02-20 13:00:00,1.086,0.219,0.0144341816124404,0,0.867,1.659,0,0,0,0
14,2020-02-20 14:00:00,0.456,0.522,0.0138176409281293,0.0660000000000001,0,1.593,0,0.01122,0,0.01122
15,2020-02-20 15:00:00,0.654,0.255,0.0143609292539084,0,0.399,1.992,0,0,0,0
16,2020-02-20 16:00:00,0.12,0.261,0.0143487205274864,0.141,0,1.851,0,0.02397,0,0.02397
17,2020-02-20 17:00:00,0.009,0.339,0.0141900070840004,0.33,0,1.521,0,0.0561,0,0.0561
18,2020-02-20 18:00:00,0.015,3.6564,0.00743980224527529,3.6414,0,0,2.1204,0.619038,0.360468,0.25857
19,2020-02-20 19:00:00,0.012,2.904,0.00897077653859439,2.892,0,0,2.892,0.49164,0.49164,0
20,2020-02-20 20:00:00,0.003,2.5212,0.00974969328431814,2.5182,0,0,2.5182,0.428094,0.428094,0
21,2020-02-20 21:00:00,0.012,1.569,0.0116872181674899,1.557,0,0,1.557,0.26469,0.26469,0
22,2020-02-20 22:00:00,0.015,1.314,0.012206089040425,1.299,0,0,1.299,0.22083,0.22083,0
23,2020-02-20 23:00:00,0,0.8979102,0.013052743462956,0.8979102,0,0,0.8979102,0.152644734,0.152644734,0
0,2020-02-21 00:00:00,0,0.3239676,0.0142205948271781,0.3239676,0,0,0.3239676,0.055074492,0.055074492,0
1,2020-02-21 01:00:00,0,0.1319868,0.0146112350047576,0.1319868,0,0,0.1319868,0.022437756,0.022437756,0
2,2020-02-21 02:00:00,0,0.1459854,0.0145827508251424,0.1459854,0,0,0.1459854,0.024817518,0.024817518,0
3,2020-02-21 03:00:00,0,0.342,0.0141839027207894,0.342,0,0,0.342,0.05814,0.05814,0
4,2020-02-21 04:00:00,0,0.336,0.0141961114472114,0.336,0,0,0.336,0.05712,0.05712,0
5,2020-02-21 05:00:00,0,0.429,0.0140068761876704,0.429,0,0,0.429,0.07293,0.07293,0
6,2020-02-21 06:00:00,0.018,0.597,0.0136650318478543,0.579,0,0,0.579,0.09843,0.09843,0
7,2020-02-21 07:00:00,0.246,7.317,8.74174478834548E-06,7.071,0,0,7.071,1.20207,1.20207,0
8,2020-02-21 08:00:00,0.837,0.627,0.0136039882157443,0,0.21,0.21,0,0,0,0
9,2020-02-21 09:00:00,0.891,0.84,0.0131705784277632,0,0.0509999999999999,0.261,0,0,0,0
10,2020-02-21 10:00:00,1.593,0.225,0.0144219728860184,0,1.368,1.629,0,0,0,0
11,2020-02-21 11:00:00,1.071,0.237,0.0143975554331744,0,0.834,2.463,0,0,0,0
12,2020-02-21 12:00:00,2.268,0.309,0.0142510507161104,0,1.959,4.422,0,0,0,0
13,2020-02-21 13:00:00,0.894,0.372,0.0141228590886794,0,0.522,4.944,0,0,0,0
14,2020-02-21 14:00:00,0.582,0.276,0.0143181987114314,0,0.306,5.25,0,0,0,0
15,2020-02-21 15:00:00,0.201,0.258,0.0143548248906974,0.057,0,5.193,0,0.00969,0,0.00969
16,2020-02-21 16:00:00,0.048,2.952,0.00887310672721837,2.904,0,2.289,0,0.49368,0,0.49368
17,2020-02-21 17:00:00,0.015,1.638,0.0115468178136369,1.623,0,0.666,0,0.27591,0,0.27591
18,2020-02-21 18:00:00,0.009,2.6664,0.00945424210490568,2.6574,0,0,1.9914,0.451758,0.338538,0.11322
19,2020-02-21 19:00:00,0.015,3.3924,0.0079769862078434,3.3774,0,0,3.3774,0.574158,0.574158,0
20,2020-02-21 20:00:00,0.024,3.2208,0.00832615578351267,3.1968,0,0,3.1968,0.543456,0.543456,0
21,2020-02-21 21:00:00,0.021,25.677,0.0373674445961156,25.656,0,0,25.656,4.36152,4.36152,0
22,2020-02-21 22:00:00,0.018,1.644,0.0115346090872149,1.626,0,0,1.626,0.27642,0.27642,0
23,2020-02-21 23:00:00,0,1.0058994,0.0128330083630675,1.0058994,0,0,1.0058994,0.171002898,0.171002898,0
0,2020-02-22 00:00:00,0,1.5765,0.0116719572594624,1.5765,0,0,1.5765,0.268005,0.268005,0
1,2020-02-22 01:00:00,0,0.909909,0.0130283284518572,0.909909,0,0,0.909909,0.15468453,0.15468453,0
2,2020-02-22 02:00:00,0,0.1339866,0.0146071658362412,0.1339866,0,0,0.1339866,0.022777722,0.022777722,0
3,2020-02-22 03:00:00,0,0.315,0.0142388419896884,0.315,0,0,0.315,0.05355,0.05355,0
4,2020-02-22 04:00:00,0,0.234,0.0144036597963854,0.234,0,0,0.234,0.03978,0.03978,0
5,2020-02-22 05:00:00,0.012,0.231,0.0144097641595964,0.219,0,0,0.219,0.03723,0.03723,0
6,2020-02-22 06:00:00,0.003,0.936,0.0129752388050112,0.933,0,0,0.933,0.15861,0.15861,0
7,2020-02-22 07:00:00,0.153,2.001,0.0108081898651057,1.848,0,0,1.848,0.31416,0.31416,0
8,2020-02-22 08:00:00,0.441,0.618,0.0136223013053773,0.177,0,0,0.177,0.03009,0.03009,0
9,2020-02-22 09:00:00,1.707,0.195,0.0144830165181285,0,1.512,1.512,0,0,0,0
10,2020-02-22 10:00:00,1.548,0.294,0.0142815725321654,0,1.254,2.766,0,0,0,0
11,2020-02-22 11:00:00,6.999,0,0.0148798001268435,0,6.999,9.765,0,0,0,0
12,2020-02-22 12:00:00,6.201,0.267,0.0143365118010644,0,5.934,15.699,0,0,0,0
13,2020-02-22 13:00:00,5.187,0.069,0.0147393997729905,0,5.118,12.5,0,0,0,0
14,2020-02-22 14:00:00,3.156,0.162,0.0145501645134495,0,2.994,12.5,0,0,0,0
15,2020-02-22 15:00:00,0.576,0.234,0.0144036597963854,0,0.342,12.5,0,0,0,0
16,2020-02-22 16:00:00,0.153,0.255,0.0143609292539084,0.102,0,12.398,0,0.01734,0,0.01734
17,2020-02-22 17:00:00,0.009,0.507,0.0138481627441843,0.498,0,11.9,0,0.08466,0,0.08466
18,2020-02-22 18:00:00,0.012,4.851,0.00500904481465462,4.839,0,7.061,0,0.82263,0,0.82263
19,2020-02-22 19:00:00,0.003,2.145,0.0105151804309777,2.142,0,4.919,0,0.36414,0,0.36414
20,2020-02-22 20:00:00,0.009,3.6894,0.00737265424995428,3.6804,0,1.2386,0,0.625668,0,0.625668
21,2020-02-22 21:00:00,0.009,1.557,0.0117116356203339,1.548,0,0,0.309400000000002,0.26316,0.0525980000000003,0.210562
22,2020-02-22 22:00:00,0.006,1.89,0.0110340513039128,1.884,0,0,1.884,0.32028,0.32028,0
23,2020-02-22 23:00:00,0,1.3378662,0.0121575263893362,1.3378662,0,0,1.3378662,0.227437254,0.227437254,0
0,2020-02-23 00:00:00,0,1.2758724,0.0122836706133463,1.2758724,0,0,1.2758724,0.216898308,0.216898308,0
1,2020-02-23 01:00:00,0,0.9719028,0.0129021842278472,0.9719028,0,0,0.9719028,0.165223476,0.165223476,0
2,2020-02-23 02:00:00,0,0.209979,0.0144525374326159,0.209979,0,0,0.209979,0.03569643,0.03569643,0
3,2020-02-23 03:00:00,0,0.447,0.0139702500084044,0.447,0,0,0.447,0.07599,0.07599,0
4,2020-02-23 04:00:00,0,0.33,0.0142083201736334,0.33,0,0,0.33,0.0561,0.0561,0
5,2020-02-23 05:00:00,0.009,0.6,0.0136589274846433,0.591,0,0,0.591,0.10047,0.10047,0
6,2020-02-23 06:00:00,0.018,0.771,0.0133109787816162,0.753,0,0,0.753,0.12801,0.12801,0
7,2020-02-23 07:00:00,0.873,1.521,0.0117848879788659,0.648,0,0,0.648,0.11016,0.11016,0
8,2020-02-23 08:00:00,2.322,0.288,0.0142937812585874,0,2.034,2.034,0,0,0,0
9,2020-02-23 09:00:00,0.867,0.234,0.0144036597963854,0,0.633,2.667,0,0,0,0
10,2020-02-23 10:00:00,0.843,0.216,0.0144402859756514,0,0.627,3.294,0,0,0,0
11,2020-02-23 11:00:00,0.81,0.231,0.0144097641595964,0,0.579,3.873,0,0,0,0
12,2020-02-23 12:00:00,1.863,0.198,0.0144769121549175,0,1.665,5.538,0,0,0,0
13,2020-02-23 13:00:00,1.071,0.327,0.0142144245368444,0,0.744,6.282,0,0,0,0
14,2020-02-23 14:00:00,3.957,0.477,0.0139092063762943,0,3.48,9.762,0,0,0,0
15,2020-02-23 15:00:00,0.66,0.507,0.0138481627441843,0,0.153,9.915,0,0,0,0
16,2020-02-23 16:00:00,0.216,0.264,0.0143426161642754,0.048,0,9.867,0,0.00816000000000001,0,0.00816000000000001
17,2020-02-23 17:00:00,0.006,6.132,0.00240248172355712,6.126,0,3.741,0,1.04142,0,1.04142
18,2020-02-23 18:00:00,0.009,3.96,0.00682204068832198,3.951,0,0,0.209999999999999,0.67167,0.0356999999999998,0.63597
19,2020-02-23 19:00:00,0.015,14.3022,0.0142221410452835,14.2872,0,0,14.2872,2.428824,2.428824,0
20,2020-02-23 20:00:00,0.009,2.7324,0.00931994611426366,2.7234,0,0,2.7234,0.462978,0.462978,0
21,2020-02-23 21:00:00,0.024,1.392,0.012047375596939,1.368,0,0,1.368,0.23256,0.23256,0
22,2020-02-23 22:00:00,0.012,25.944,0.0379107329218947,25.932,0,0,25.932,4.40844,4.40844,0
23,2020-02-23 23:00:00,0,0.9879012,0.0128696308797156,0.9879012,0,0,0.9879012,0.167943204,0.167943204,0
0,2020-02-24 00:00:00,0,0.8219178,0.0132073718665812,0.8219178,0,0,0.8219178,0.139726026,0.139726026,0
1,2020-02-24 01:00:00,0,0.1259874,0.014623442510307,0.1259874,0,0,0.1259874,0.021417858,0.021417858,0
2,2020-02-24 02:00:00,0,0.1279872,0.0146193733417905,0.1279872,0,0,0.1279872,0.021757824,0.021757824,0
3,2020-02-24 03:00:00,0,0.201,0.0144708077917065,0.201,0,0,0.201,0.03417,0.03417,0
4,2020-02-24 04:00:00,0,0.48,0.0139031020130833,0.48,0,0,0.48,0.0816,0.0816,0
5,2020-02-24 05:00:00,0.015,0.342,0.0141839027207894,0.327,0,0,0.327,0.05559,0.05559,0
6,2020-02-24 06:00:00,0.009,0.594,0.0136711362110653,0.585,0,0,0.585,0.09945,0.09945,0
7,2020-02-24 07:00:00,0.789,1.776,0.0112660171059308,0.987,0,0,0.987,0.16779,0.16779,0
8,2020-02-24 08:00:00,1.695,0.612,0.0136345100317993,0,1.083,1.083,0,0,0,0
9,2020-02-24 09:00:00,4.872,24.549,0.0350722040287791,19.677,0,0,18.594,3.34509,3.16098,0.18411
10,2020-02-24 10:00:00,5.799,1.056,0.0127310642765711,0,4.743,4.743,0,0,0,0
11,2020-02-24 11:00:00,5.568,1.047,0.0127493773662041,0,4.521,9.264,0,0,0,0
12,2020-02-24 12:00:00,6.462,0.411,0.0140435023669364,0,6.051,15.315,0,0,0,0
13,2020-02-24 13:00:00,4.47,0.234,0.0144036597963854,0,4.236,12.5,0,0,0,0
14,2020-02-24 14:00:00,2.118,0.573,0.0137138667535423,0,1.545,12.5,0,0,0,0
15,2020-02-24 15:00:00,1.011,0.828,0.0131949958806072,0,0.183,12.5,0,0,0,0
16,2020-02-24 16:00:00,0.273,1.215,0.0124075330263881,0.942,0,11.558,0,0.16014,0,0.16014
17,2020-02-24 17:00:00,0.03,1.275,0.012285445762168,1.245,0,10.313,0,0.21165,0,0.21165
18,2020-02-24 18:00:00,0.024,3.2736,0.00821871899099905,3.2496,0,7.0634,0,0.552432,0,0.552432
19,2020-02-24 19:00:00,0.006,12.5004,0.0105558605007562,12.4944,0,0,5.431,2.124048,0.92327,1.200778
20,2020-02-24 20:00:00,0,3.0492,0.00867532535918193,3.0492,0,0,3.0492,0.518364,0.518364,0
21,2020-02-24 21:00:00,0.006,1.422,0.011986331964829,1.416,0,0,1.416,0.24072,0.24072,0
22,2020-02-24 22:00:00,0.012,1.668,0.0114857741815269,1.656,0,0,1.656,0.28152,0.28152,0
23,2020-02-24 23:00:00,0,0.8819118,0.0130852968110876,0.8819118,0,0,0.8819118,0.149925006,0.149925006,0
0,2020-02-25 00:00:00,0,1.1678832,0.0125034057132348,1.1678832,0,0,1.1678832,0.198540144,0.198540144,0
1,2020-02-25 01:00:00,0,0.1579842,0.0145583358140437,0.1579842,0,0,0.1579842,0.026857314,0.026857314,0
2,2020-02-25 02:00:00,0,0.29997,0.0142694248493755,0.29997,0,0,0.29997,0.0509949,0.0509949,0
3,2020-02-25 03:00:00,0,0.192,0.0144891208813395,0.192,0,0,0.192,0.03264,0.03264,0
4,2020-02-25 04:00:00,0,0.219,0.0144341816124404,0.219,0,0,0.219,0.03723,0.03723,0
5,2020-02-25 05:00:00,0.012,0.225,0.0144219728860184,0.213,0,0,0.213,0.03621,0.03621,0
6,2020-02-25 06:00:00,0.012,0.231,0.0144097641595964,0.219,0,0,0.219,0.03723,0.03723,0
7,2020-02-25 07:00:00,0.618,0.561,0.0137382842063863,0,0.057,0.057,0,0,0,0
8,2020-02-25 08:00:00,2.421,0.816,0.0132194133334512,0,1.605,1.662,0,0,0,0
9,2020-02-25 09:00:00,3.183,0.783,0.0132865613287722,0,2.4,4.062,0,0,0,0
10,2020-02-25 10:00:00,6.249,0.342,0.0141839027207894,0,5.907,9.969,0,0,0,0
11,2020-02-25 11:00:00,7.431,0.048,0.0147821303154675,0,7.383,17.352,0,0,0,0
12,2020-02-25 12:00:00,6.555,0.609,0.0136406143950103,0,5.946,12.5,0,0,0,0
13,2020-02-25 13:00:00,5.496,10.317,0.00611310495578953,4.821,0,7.679,0,0.81957,0,0.81957
14,2020-02-25 14:00:00,3.447,0.396,0.0140740241829914,0,3.051,10.73,0,0,0,0
15,2020-02-25 15:00:00,0.468,0.228,0.0144158685228074,0,0.24,10.97,0,0,0,0
16,2020-02-25 16:00:00,0.174,0.495,0.0138725801970283,0.321,0,10.649,0,0.05457,0,0.05457
17,2020-02-25 17:00:00,0.036,0.84,0.0131705784277632,0.804,0,9.845,0,0.13668,0,0.13668
18,2020-02-25 18:00:00,0.003,2.7456,0.00929308691613525,2.7426,0,7.1024,0,0.466242,0,0.466242
19,2020-02-25 19:00:00,0,2.0922,0.0106226172234913,2.0922,0,5.0102,0,0.355674,0,0.355674
20,2020-02-25 20:00:00,0.006,36.3264,0.0590367131225276,36.3204,0,0,31.3102,6.174468,5.322734,0.851734
21,2020-02-25 21:00:00,0.003,3,0.00877543691584235,2.997,0,0,2.997,0.50949,0.50949,0
22,2020-02-25 22:00:00,0,27.717,0.0415184115795964,27.717,0,0,27.717,4.71189,4.71189,0
23,2020-02-25 23:00:00,0,0.789921,0.0132724785628444,0.789921,0,0,0.789921,0.13428657,0.13428657,0
0,2020-02-26 00:00:00,0,0.2359764,0.014399638241902,0.2359764,0,0,0.2359764,0.040115988,0.040115988,0
1,2020-02-26 01:00:00,0,0.319968,0.014228733164211,0.319968,0,0,0.319968,0.05439456,0.05439456,0
2,2020-02-26 02:00:00,0,0.1359864,0.0146030966677247,0.1359864,0,0,0.1359864,0.023117688,0.023117688,0
3,2020-02-26 03:00:00,0,0.213,0.0144463903388624,0.213,0,0,0.213,0.03621,0.03621,0
4,2020-02-26 04:00:00,0,0.231,0.0144097641595964,0.231,0,0,0.231,0.03927,0.03927,0
5,2020-02-26 05:00:00,0.012,0.228,0.0144158685228074,0.216,0,0,0.216,0.03672,0.03672,0
6,2020-02-26 06:00:00,0.012,0.471,0.0139214151027163,0.459,0,0,0.459,0.07803,0.07803,0
7,2020-02-26 07:00:00,0.426,1.512,0.0118032010684989,1.086,0,0,1.086,0.18462,0.18462,0
8,2020-02-26 08:00:00,1.038,0.897,0.0130545955267542,0,0.141,0.141,0,0,0,0
9,2020-02-26 09:00:00,1.749,0.282,0.0143059899850094,0,1.467,1.608,0,0,0,0
10,2020-02-26 10:00:00,2.952,0.207,0.0144585990652845,0,2.745,4.353,0,0,0,0
11,2020-02-26 11:00:00,0.732,0.813,0.0132255176966622,0.0810000000000001,0,4.272,0,0.01377,0,0.01377
12,2020-02-26 12:00:00,1.131,0.291,0.0142876768953764,0,0.84,5.112,0,0,0,0
13,2020-02-26 13:00:00,1.98,0.249,0.0143731379803304,0,1.731,6.843,0,0,0,0
14,2020-02-26 14:00:00,0.729,0.432,0.0140007718244594,0,0.297,7.14,0,0,0,0
15,2020-02-26 15:00:00,0.828,0.69,0.0134757965883133,0,0.138,7.278,0,0,0,0
